#id: 3616268379
#name: E.coli str. K-12 substr. MG1655 - Whole organism (Integrated)
#score: 19.7
#coverage: 99
#description: integrated dataset: weighted average of all E.coli str. K-12 substr. MG1655 WHOLE_ORGANISM: 19.7, Coverage: 99
#organ: WHOLE_ORGANISM
#integrated: true
#weights: Escherichia_coli_SC_biomart_29780_E_BTO0000214cellculture_2reps:0.174;ecoli2_resolutionCombination_PRIDE:0.174;ecoli1_HCD_CID_PRIDE:0.077;E_coli_Wisniewski_2014_cpc:0.071;Escherichia_coli_SC_biomart_18119_E__5reps:0.061;Ecoli_Krug_2013:0.054;Ecoli_emPAI_arike_2012:0.054;Ecoli_APEX_arike_2012:0.052;WT-lewis-peptide_count:0.05;Taniguchi_2010_Table_S6:0.048;511145_GPM_201408:0.04;Escherichia_coli_SC_biomart_17112_E__2reps:0.031;Ecoli_Krug_2013_emPAI:0.029;PXD020761_Midha_Sci_Data_2020_Ecoli_DIA-SWATH:0.026;Lu_ecoli_2007:0.02;Ecoli_strainK12_PRIDE:0.017;Ecoli_iBAQ_arike_2012:0.013;Escherichia_coli_SC_biomart_12189_E__2reps:0.01;
#publication_year: 2025
#filename: 511145-WHOLE_ORGANISM-integrated.txt
#
#gene_name	string_external_id	abundance
atoS	511145.b2219	0.394
entD	511145.b0583	0.391
sbcD	511145.b0398	0.391
gspF	511145.b3327	0.39
yicI	511145.b3656	0.388
nirD	511145.b3366	0.387
yhcD	511145.b3216	0.384
ydgK	511145.b1626	0.382
malS	511145.b3571	0.378
ydiV	511145.b1707	0.375
casB	511145.b2759	0.372
croE	511145.b1146	0.372
yidX	511145.b3696	0.37
yagA	511145.b0267	0.369
waaL	511145.b3622	0.369
yhjV	511145.b3539	0.368
hybF	511145.b2991	0.368
bioC	511145.b0777	0.367
yehW	511145.b2128	0.365
yidP	511145.b3684	0.364
dgoT	511145.b3691	0.364
chpB	511145.b4225	0.362
yjfZ	511145.b4204	0.362
astE	511145.b1744	0.362
yadC	511145.b0135	0.358
eutT	511145.b2459	0.358
yghS	511145.b2985	0.355
yjaA	511145.b4011	0.353
livH	511145.b3457	0.353
tyrP	511145.b1907	0.353
sfsB	511145.b3188	0.35
ytfT	511145.b4230	0.348
ymgG	511145.b1172	0.345
dsdC	511145.b2364	0.343
stfP	511145.b1154	0.337
hcaB	511145.b2541	0.334
fimF	511145.b4318	0.333
araE	511145.b2841	0.333
rhaS	511145.b3905	0.332
wecD	511145.b3790	0.332
ycjM	511145.b1309	0.33
lyxK	511145.b3580	0.33
wzc	511145.b2060	0.33
yicG	511145.b3646	0.328
ybeF	511145.b0629	0.327
rhaA	511145.b3903	0.326
vsr	511145.b1960	0.325
yfaL	511145.b2233	0.324
yecE	511145.b1868	0.321
yfeS	511145.b2420	0.319
arsR	511145.b3501	0.316
hofM	511145.b3395	0.314
iroK	511145.b4706	0.312
yghT	511145.b2986	0.31
lit	511145.b1139	0.306
rzpQ	511145.b1553	0.303
yhfZ	511145.b3383	0.3
napH	511145.b2204	0.299
leuE	511145.b1798	0.296
intA	511145.b2622	0.295
yjhX	511145.b4566	0.293
ada	511145.b2213	0.293
yeaI	511145.b1785	0.292
yhjB	511145.b3520	0.292
fecD	511145.b4288	0.29
uhpT	511145.b3666	0.29
dosP	511145.b1489	0.288
ydcK	511145.b1428	0.288
insB1-2	511145.b0264	0.287
insB1-3	511145.b0274	0.287
yaiZ	511145.b0380	0.284
araH	511145.b4460	0.282
yebB	511145.b1862	0.282
yphB	511145.b2544	0.281
insQ	511145.b1432	0.281
yqiI	511145.b3048	0.277
idnD	511145.b4267	0.277
yhdZ	511145.b3271	0.276
yhhS	511145.b3473	0.274
umuC	511145.b1184	0.27
yafS	511145.b0213	0.267
nrfE	511145.b4074	0.262
yhiD	511145.b3508	0.259
ydcU	511145.b1442	0.259
hybB	511145.b2995	0.255
gltF	511145.b3214	0.253
yfiN	511145.b2604	0.248
gspK	511145.b3332	0.248
paaD	511145.b1391	0.246
yehB	511145.b2109	0.246
dctR	511145.b3507	0.24
kptA	511145.b4331	0.239
perR	511145.b0254	0.239
ygjK	511145.b3080	0.236
yccM	511145.b0992	0.236
dacD	511145.b2010	0.23
arnT	511145.b2257	0.23
gfcB	511145.b0986	0.23
yfdQ	511145.b2360	0.229
yjbM	511145.b4048	0.226
flc	511145.b0624	0.225
rsxA	511145.b1627	0.224
paoB	511145.b0285	0.224
yafQ	511145.b0225	0.223
fepD	511145.b0590	0.22
ydhW	511145.b1672	0.219
kdpC	511145.b0696	0.217
fecC	511145.b4289	0.21
aaeA	511145.b3241	0.207
hcaE	511145.b2538	0.207
yihO	511145.b3876	0.206
ccmB	511145.b2200	0.206
ydaG	511145.b1355	0.204
rnlB	511145.b2631	0.201
dtpD	511145.b0709	0.201
kilR	511145.b1352	0.196
yaiC	511145.b0385	0.195
agaI	511145.b3141	0.195
yicJ	511145.b3657	0.193
yhfS	511145.b3376	0.192
caiT	511145.b0040	0.191
atoD	511145.b2221	0.181
yeiH	511145.b2158	0.181
wcaJ	511145.b2047	0.174
yhaC	511145.b3121	0.174
rhtA	511145.b0813	0.174
flgJ	511145.b1081	0.173
ycgV	511145.b1202	0.173
nanT	511145.b3224	0.172
ynjI	511145.b1762	0.171
lsrC	511145.b1514	0.171
yfbN	511145.b2273	0.168
ampG	511145.b0433	0.168
pbpC	511145.b2519	0.167
ycjP	511145.b1312	0.167
yjiG	511145.b4329	0.167
puuB	511145.b1301	0.167
yhhN	511145.b3468	0.165
racC	511145.b1351	0.165
ybdM	511145.b0601	0.163
paaJ	511145.b1397	0.162
chiA	511145.b3338	0.162
lgoT	511145.b4356	0.162
yfcO	511145.b2332	0.16
hycC	511145.b2723	0.157
yfhR	511145.b2534	0.155
ydcA	511145.b1419	0.15
pgrR	511145.b1328	0.149
yneF	511145.b1522	0.148
yidG	511145.b3675	0.147
elaD	511145.b2269	0.142
tomB	511145.b0461	0.142
ydiS	511145.b1699	0.139
hicA	511145.b4532	0.138
fhuB	511145.b0153	0.137
ycdU	511145.b1029	0.137
yciB	511145.b1254	0.137
intR	511145.b1345	0.135
tqsA	511145.b1601	0.134
yidZ	511145.b3711	0.133
ompG	511145.b1319	0.133
yedA	511145.b1959	0.129
garP	511145.b3127	0.127
yiaL	511145.b3576	0.127
yjfC	511145.b4186	0.124
hyfA	511145.b2481	0.123
pgaB	511145.b1023	0.123
yggD	511145.b2929	0.122
lplT	511145.b2835	0.122
yhaH	511145.b3103	0.12
yjbH	511145.b4029	0.12
yahB	511145.b0316	0.119
ynjF	511145.b1758	0.118
ycgY	511145.b1196	0.117
ybaM	511145.b0466	0.117
insA-6	511145.b4294	0.117
ydeA	511145.b1528	0.113
ycgN	511145.b1181	0.111
rutC	511145.b1010	0.11
nirC	511145.b3367	0.11
kdgT	511145.b3909	0.109
aslB	511145.b3800	0.109
ygcB	511145.b2761	0.108
dgoD	511145.b4478	0.107
djlC	511145.b0649	0.105
phnF	511145.b4102	0.103
yegL	511145.b2073	0.102
yohJ	511145.b2141	0.102
sfmD	511145.b0532	0.1
yhdX	511145.b3269	0.099
mdtN	511145.b4082	0.099
hyfE	511145.b2485	0.099
elfG	511145.b0941	0.099
ygbN	511145.b2740	0.098
ygaZ	511145.b2682	0.096
ddpX	511145.b1488	0.095
smg	511145.b3284	0.095
prpE	511145.b0335	0.094
insA-2	511145.b0265	0.09
insA-3	511145.b0275	0.09
insA-7	511145.b4516	0.09
recT	511145.b1349	0.089
idnK	511145.b4268	0.088
yijE	511145.b3943	0.086
rhtB	511145.b3824	0.086
paaI	511145.b1396	0.086
yhfX	511145.b3381	0.085
yohD	511145.b2136	0.085
yiaC	511145.b3550	0.083
yneG	511145.b1523	0.083
yaiV	511145.b0375	0.083
thiP	511145.b0067	0.078
torY	511145.b1873	0.078
nhoA	511145.b1463	0.076
wcaD	511145.b2056	0.076
ychO	511145.b1220	0.076
yqhG	511145.b3013	0.075
ybjO	511145.b0858	0.075
rhaD	511145.b3902	0.073
fliK	511145.b1943	0.073
ymiA	511145.b4522	0.073
dgoK	511145.b3693	0.072
ecpA	511145.b0293	0.07
ydhT	511145.b1669	0.069
dgoA	511145.b4477	0.069
setC	511145.b3659	0.065
gntP	511145.b4321	0.065
ssuE	511145.b0937	0.062
yjeT	511145.b4176	0.062
frlD	511145.b3374	0.059
wcaA	511145.b2059	0.057
mdtM	511145.b4337	0.056
yhjX	511145.b3547	0.054
iceT	511145.b2077	0.053
smf	511145.b4473	0.052
chiQ	511145.b0682	0.052
nepI	511145.b3662	0.05
ugpE	511145.b3451	0.05
ompL	511145.b3875	0.049
rutA	511145.b1012	0.049
ybhH	511145.b0769	0.049
trkH	511145.b3849	0.049
ydjX	511145.b1750	0.047
ybaV	511145.b0442	0.047
yraI	511145.b3143	0.046
yqcE	511145.b2775	0.045
abrB	511145.b0715	0.045
cadB	511145.b4132	0.044
ykfG	511145.b0247	0.042
yehY	511145.b2130	0.042
xapA	511145.b2407	0.042
yagN	511145.b0280	0.041
yhhL	511145.b3466	0.04
mntP	511145.b1821	0.039
wcaB	511145.b2058	0.039
yahD	511145.b0318	0.038
gntX	511145.b3413	0.037
yedK	511145.b1931	0.037
mreD	511145.b3249	0.036
tfaE	511145.b1156	0.036
ycdZ	511145.b1036	0.035
yphC	511145.b2545	0.035
yjeH	511145.b4141	0.035
yqiB	511145.b3033	0.034
yhgN	511145.b3434	0.033
yihS	511145.b3880	0.032
adiY	511145.b4116	0.032
yggF	511145.b2930	0.032
ygcN	511145.b2766	0.031
ves	511145.b1742	0.031
argK	511145.b2918	0.031
frlC	511145.b4474	0.03
yhbX	511145.b3173	0.03
rarD	511145.b3819	0.03
yeeJ	511145.b1978	0.029
yjcS	511145.b4083	0.029
hyaF	511145.b0977	0.029
rcsA	511145.b1951	0.027
aslA	511145.b3801	0.025
yeaN	511145.b1791	0.025
ydhY	511145.b1674	0.025
yaeF	511145.b0193	0.024
ydiR	511145.b1698	0.022
yfcA	511145.b2327	0.022
hcaR	511145.b2537	0.021
wzyE	511145.b3793	0.02
araJ	511145.b0396	0.019
yiaN	511145.b3578	0.019
ykfA	511145.b0253	0.019
emrB	511145.b2686	0.019
bglJ	511145.b4366	0.019
endA	511145.b2945	0.018
yfiE	511145.b2577	0.016
ybgQ	511145.b0718	0.016
ycaL	511145.b0909	0.016
yadS	511145.b0157	0.015
yjhB	511145.b4279	0.015
ylbE	511145.b4572	0.014
gntU	511145.b4476	0.014
yijF	511145.b3944	0.014
ycjD	511145.b1289	0.012
ygbA	511145.b2732	0.011
yphH	511145.b2550	0.011
hydN	511145.b2713	0.009
wecH	511145.b3561	0.006
yeiS	511145.b2145	0.005
yafP	511145.b0234	0.004
bdcA	511145.b4249	0.004
yihV	511145.b3883	0.004
gspE	511145.b3326	0.003
fdrA	511145.b0518	0.003
yhdV	511145.b3267	0.003
yicL	511145.b3660	0.002
tdcR	511145.b3119	0.001
potE	511145.b0692	0.0005
ycfT	511145.b1115	0.0002
thrL	511145.b0001	1e-07
yaaX	511145.b0005	1e-07
satP	511145.b0010	1e-07
mokC	511145.b0018	1e-07
yaaY	511145.b0024	1e-07
caiF	511145.b0034	1e-07
caiE	511145.b0035	1e-07
fixX	511145.b0044	1e-07
yabI	511145.b0065	1e-07
leuL	511145.b0075	1e-07
leuO	511145.b0076	1e-07
ppdD	511145.b0108	1e-07
yadH	511145.b0128	1e-07
yadD	511145.b0132	1e-07
yadK	511145.b0136	1e-07
yadN	511145.b0141	1e-07
yaeI	511145.b0164	1e-07
yafX	511145.b0248	1e-07
ykfF	511145.b0249	1e-07
yagK	511145.b0277	1e-07
yagM	511145.b0279	1e-07
ykgJ	511145.b0288	1e-07
yahC	511145.b0317	1e-07
yahM	511145.b0327	1e-07
yahN	511145.b0328	1e-07
mhpB	511145.b0348	1e-07
mhpT	511145.b0353	1e-07
insF1-2	511145.b0372	1e-07
yaiY	511145.b0379	1e-07
cof	511145.b0446	1e-07
ybbW	511145.b0511	1e-07
ybbY	511145.b0513	1e-07
ybcF	511145.b0521	1e-07
ybcI	511145.b0527	1e-07
sfmA	511145.b0530	1e-07
sfmF	511145.b0534	1e-07
insF1-3	511145.b0541	1e-07
ybcN	511145.b0547	1e-07
ybcO	511145.b0549	1e-07
rusA	511145.b0550	1e-07
ybcV	511145.b0558	1e-07
nohD	511145.b0560	1e-07
ybdJ	511145.b0580	1e-07
ybeT	511145.b0647	1e-07
ybeU	511145.b0648	1e-07
chiP	511145.b0681	1e-07
ybfB	511145.b0702	1e-07
ybgP	511145.b0717	1e-07
ybgE	511145.b0735	1e-07
acrZ	511145.b0762	1e-07
ybhQ	511145.b0791	1e-07
ybiI	511145.b0803	1e-07
ybjH	511145.b0843	1e-07
ybjC	511145.b0850	1e-07
aqpZ	511145.b0875	1e-07
ycaD	511145.b0898	1e-07
ycaI	511145.b0913	1e-07
elfA	511145.b0938	1e-07
ycbV	511145.b0943	1e-07
hyaD	511145.b0975	1e-07
cbdB	511145.b0979	1e-07
gfcA	511145.b0987	1e-07
insB1-4	511145.b0988	1e-07
ymcE	511145.b0991	1e-07
torD	511145.b0998	1e-07
rutG	511145.b1006	1e-07
rutF	511145.b1007	1e-07
rutE	511145.b1008	1e-07
pgaD	511145.b1021	1e-07
insF1-4	511145.b1026	1e-07
ymdA	511145.b1044	1e-07
yceK	511145.b1050	1e-07
yceJ	511145.b1057	1e-07
yceO	511145.b1058	1e-07
bssS	511145.b1060	1e-07
mdtH	511145.b1065	1e-07
ymfA	511145.b1122	1e-07
ymfI	511145.b1143	1e-07
ymfL	511145.b1147	1e-07
ymfM	511145.b1148	1e-07
ymfR	511145.b1150	1e-07
tfaP	511145.b1155	1e-07
iraM	511145.b1160	1e-07
ariR	511145.b1166	1e-07
ymgC	511145.b1167	1e-07
umuD	511145.b1183	1e-07
tpr	511145.b1229	1e-07
trpL	511145.b1265	1e-07
puuP	511145.b1296	1e-07
ycjO	511145.b1311	1e-07
ynaJ	511145.b1332	1e-07
ydaQ	511145.b1346	1e-07
ralR	511145.b1348	1e-07
ydaT	511145.b1358	1e-07
ydaU	511145.b1359	1e-07
trkG	511145.b1363	1e-07
paaB	511145.b1389	1e-07
paaH	511145.b1395	1e-07
ynbB	511145.b1409	1e-07
ynbD	511145.b1411	1e-07
mokB	511145.b1420	1e-07
ydcO	511145.b1433	1e-07
yncJ	511145.b1436	1e-07
ydcX	511145.b1445	1e-07
yncH	511145.b1455	1e-07
yddG	511145.b1473	1e-07
bdm	511145.b1481	1e-07
ydeO	511145.b1499	1e-07
ydeQ	511145.b1502	1e-07
yneK	511145.b1527	1e-07
marB	511145.b1532	1e-07
eamA	511145.b1533	1e-07
stfQ	511145.b1547	1e-07
ydfU	511145.b1560	1e-07
hokD	511145.b1562	1e-07
ydfV	511145.b1565	1e-07
dicC	511145.b1569	1e-07
ynfA	511145.b1582	1e-07
clcB	511145.b1592	1e-07
mdtI	511145.b1599	1e-07
mdtJ	511145.b1600	1e-07
ydhU	511145.b1670	1e-07
ydiM	511145.b1690	1e-07
ydiT	511145.b1700	1e-07
btuC	511145.b1711	1e-07
pheM	511145.b1715	1e-07
ydjM	511145.b1728	1e-07
ydjO	511145.b1730	1e-07
ydjE	511145.b1769	1e-07
ydjJ	511145.b1774	1e-07
ydjK	511145.b1775	1e-07
yoaI	511145.b1788	1e-07
yeaL	511145.b1789	1e-07
yeaQ	511145.b1795	1e-07
yoaG	511145.b1796	1e-07
yeaW	511145.b1802	1e-07
yeaX	511145.b1803	1e-07
yobF	511145.b1824	1e-07
mgrB	511145.b1826	1e-07
yebW	511145.b1837	1e-07
pphA	511145.b1838	1e-07
yecT	511145.b1877	1e-07
insB1-5	511145.b1893	1e-07
fliT	511145.b1926	1e-07
fliQ	511145.b1949	1e-07
fliR	511145.b1950	1e-07
dsrB	511145.b1952	1e-07
yedR	511145.b1963	1e-07
nac	511145.b1988	1e-07
yeeS	511145.b2002	1e-07
yeeT	511145.b2003	1e-07
cbeA	511145.b2004	1e-07
hisL	511145.b2018	1e-07
wbbH	511145.b2035	1e-07
wcaH	511145.b2051	1e-07
wcaE	511145.b2055	1e-07
wzb	511145.b2061	1e-07
ogrK	511145.b2082	1e-07
insF1-5	511145.b2089	1e-07
rcnA	511145.b2106	1e-07
yehA	511145.b2108	1e-07
rihB	511145.b2162	1e-07
psuK	511145.b2166	1e-07
setB	511145.b2170	1e-07
ccmD	511145.b2198	1e-07
napF	511145.b2208	1e-07
yfaP	511145.b2225	1e-07
yfaT	511145.b2229	1e-07
yfaE	511145.b2236	1e-07
yfaD	511145.b2244	1e-07
rhmT	511145.b2246	1e-07
arnF	511145.b2258	1e-07
yfbO	511145.b2274	1e-07
yfbP	511145.b2275	1e-07
yfcJ	511145.b2322	1e-07
yfcQ	511145.b2334	1e-07
yfcV	511145.b2339	1e-07
yfdP	511145.b2359	1e-07
yfdT	511145.b2363	1e-07
emrY	511145.b2367	1e-07
yfdE	511145.b2371	1e-07
ypdI	511145.b2376	1e-07
fryC	511145.b2386	1e-07
ypeC	511145.b2390	1e-07
xapB	511145.b2406	1e-07
yfeN	511145.b2408	1e-07
yfeZ	511145.b2433	1e-07
eutR	511145.b2437	1e-07
yffN	511145.b2445	1e-07
yffQ	511145.b2448	1e-07
eutH	511145.b2452	1e-07
eutJ	511145.b2454	1e-07
eutN	511145.b2456	1e-07
eutP	511145.b2461	1e-07
hyfB	511145.b2482	1e-07
hyfC	511145.b2483	1e-07
hyfD	511145.b2484	1e-07
hyfF	511145.b2486	1e-07
hyfH	511145.b2488	1e-07
hyfJ	511145.b2490	1e-07
yfgH	511145.b2505	1e-07
hcaF	511145.b2539	1e-07
hcaC	511145.b2540	1e-07
eamB	511145.b2578	1e-07
yfiM	511145.b2586	1e-07
pheL	511145.b2598	1e-07
alpA	511145.b2624	1e-07
yfjM	511145.b2629	1e-07
yfjP	511145.b2632	1e-07
yfjR	511145.b2634	1e-07
ypjK	511145.b2635	1e-07
yfjT	511145.b2637	1e-07
yfjX	511145.b2643	1e-07
yqaE	511145.b2666	1e-07
ygaH	511145.b2683	1e-07
yqaA	511145.b2689	1e-07
hycD	511145.b2722	1e-07
pphB	511145.b2734	1e-07
ygbE	511145.b2749	1e-07
ygbF	511145.b2754	1e-07
ygcO	511145.b2767	1e-07
ygdD	511145.b2807	1e-07
ppdC	511145.b2823	1e-07
ygdB	511145.b2824	1e-07
ppdB	511145.b2825	1e-07
ppdA	511145.b2826	1e-07
yqeJ	511145.b2848	1e-07
yqeK	511145.b2849	1e-07
ygeH	511145.b2852	1e-07
ygeI	511145.b2853	1e-07
cmtB	511145.b2934	1e-07
yqgB	511145.b2939	1e-07
pitB	511145.b2987	1e-07
ygiZ	511145.b3027	1e-07
ygiL	511145.b3043	1e-07
yqiJ	511145.b3050	1e-07
ygjI	511145.b3078	1e-07
ygjJ	511145.b3079	1e-07
mzrA	511145.b3096	1e-07
yhaL	511145.b3107	1e-07
yhaB	511145.b3120	1e-07
agaC	511145.b3139	1e-07
agaD	511145.b3140	1e-07
yhcF	511145.b3219	1e-07
aaeX	511145.b3242	1e-07
yhdT	511145.b3257	1e-07
yhdU	511145.b3263	1e-07
yhdY	511145.b3270	1e-07
gspC	511145.b3324	1e-07
gspG	511145.b3328	1e-07
gspI	511145.b3330	1e-07
gspO	511145.b3335	1e-07
bfd	511145.b3337	1e-07
tsgA	511145.b3364	1e-07
yhfL	511145.b3369	1e-07
frlA	511145.b3370	1e-07
yhfT	511145.b3377	1e-07
hofO	511145.b3393	1e-07
insB1-6	511145.b3445	1e-07
yrhB	511145.b3446	1e-07
ugpA	511145.b3452	1e-07
yhiM	511145.b3491	1e-07
arsB	511145.b3502	1e-07
yhjR	511145.b3535	1e-07
yhjY	511145.b3548	1e-07
insJ	511145.b3557	1e-07
yiaB	511145.b3563	1e-07
ysaA	511145.b3573	1e-07
yiaM	511145.b3577	1e-07
sgbE	511145.b3583	1e-07
yibG	511145.b3596	1e-07
yibI	511145.b3598	1e-07
ivbL	511145.b3672	1e-07
emrD	511145.b3673	1e-07
yidK	511145.b3679	1e-07
tnaC	511145.b3707	1e-07
cbrB	511145.b3716	1e-07
bglB	511145.b3721	1e-07
yifB	511145.b3765	1e-07
ilvL	511145.b3766	1e-07
ilvM	511145.b3769	1e-07
yigM	511145.b3827	1e-07
yihP	511145.b3877	1e-07
yihR	511145.b3879	1e-07
rhaM	511145.b3901	1e-07
rhaT	511145.b3907	1e-07
yiiR	511145.b3921	1e-07
yijD	511145.b3964	1e-07
yjbE	511145.b4026	1e-07
yjbF	511145.b4027	1e-07
yjcB	511145.b4060	1e-07
nrfF	511145.b4075	1e-07
nrfG	511145.b4076	1e-07
phnI	511145.b4099	1e-07
phnH	511145.b4100	1e-07
adiC	511145.b4115	1e-07
yjdF	511145.b4121	1e-07
dtpC	511145.b4130	1e-07
sugE	511145.b4148	1e-07
yjeM	511145.b4156	1e-07
yjeN	511145.b4157	1e-07
yjeO	511145.b4158	1e-07
yjfI	511145.b4181	1e-07
yjfL	511145.b4184	1e-07
yjfM	511145.b4185	1e-07
ulaA	511145.b4193	1e-07
yjfY	511145.b4199	1e-07
chpS	511145.b4224	1e-07
yjfF	511145.b4231	1e-07
pyrL	511145.b4246	1e-07
yjgN	511145.b4257	1e-07
yjgZ	511145.b4277	1e-07
yjhF	511145.b4296	1e-07
yjhQ	511145.b4307	1e-07
yjiC	511145.b4325	1e-07
yjiH	511145.b4330	1e-07
yjiJ	511145.b4332	1e-07
symE	511145.b4347	1e-07
yjjB	511145.b4363	1e-07
yjjQ	511145.b4365	1e-07
yjjY	511145.b4402	1e-07
blr	511145.b4409	1e-07
hokC	511145.b4412	1e-07
ldrA	511145.b4419	1e-07
ldrB	511145.b4421	1e-07
ldrC	511145.b4423	1e-07
hokB	511145.b4428	1e-07
ldrD	511145.b4453	1e-07
yggP	511145.b4465	1e-07
torI	511145.b4501	1e-07
yeiW	511145.b4502	1e-07
ykfH	511145.b4504	1e-07
rzoD	511145.b4510	1e-07
kdpF	511145.b4513	1e-07
cydX	511145.b4515	1e-07
ymgF	511145.b4520	1e-07
yciX	511145.b4523	1e-07
ydaF	511145.b4527	1e-07
rzoR	511145.b4528	1e-07
ydbJ	511145.b4529	1e-07
ynfO	511145.b4533	1e-07
yniD	511145.b4535	1e-07
yoeB	511145.b4539	1e-07
yohO	511145.b4542	1e-07
arnE	511145.b4544	1e-07
ypjJ	511145.b4548	1e-07
arfA	511145.b4550	1e-07
ysaB	511145.b4553	1e-07
ghoT	511145.b4559	1e-07
yjjZ	511145.b4567	1e-07
ytjA	511145.b4568	1e-07
