#id: 3616268379
#name: E.coli str. K-12 substr. MG1655 - Whole organism (Integrated)
#score: 19.7
#coverage: 99
#description: integrated dataset: weighted average of all E.coli str. K-12 substr. MG1655 WHOLE_ORGANISM: 19.7, Coverage: 99
#organ: WHOLE_ORGANISM
#integrated: true
#weights: Escherichia_coli_SC_biomart_29780_E_BTO0000214cellculture_2reps:0.174;ecoli2_resolutionCombination_PRIDE:0.174;ecoli1_HCD_CID_PRIDE:0.077;E_coli_Wisniewski_2014_cpc:0.071;Escherichia_coli_SC_biomart_18119_E__5reps:0.061;Ecoli_Krug_2013:0.054;Ecoli_emPAI_arike_2012:0.054;Ecoli_APEX_arike_2012:0.052;WT-lewis-peptide_count:0.05;Taniguchi_2010_Table_S6:0.048;511145_GPM_201408:0.04;Escherichia_coli_SC_biomart_17112_E__2reps:0.031;Ecoli_Krug_2013_emPAI:0.029;PXD020761_Midha_Sci_Data_2020_Ecoli_DIA-SWATH:0.026;Lu_ecoli_2007:0.02;Ecoli_strainK12_PRIDE:0.017;Ecoli_iBAQ_arike_2012:0.013;Escherichia_coli_SC_biomart_12189_E__2reps:0.01;
#publication_year: 2025
#filename: 511145-WHOLE_ORGANISM-integrated.txt
#
#gene_name	string_external_id	abundance
lptG	511145.b4262	22.0
queE	511145.b2777	21.9
dosC	511145.b1490	21.8
yjbD	511145.b4023	21.7
yqeA	511145.b2874	21.5
fliF	511145.b1938	21.5
serB	511145.b4388	21.5
ilvA	511145.b3772	21.5
ssnA	511145.b2879	21.5
tdk	511145.b1238	21.5
prlF	511145.b3129	21.5
rsmE	511145.b2946	21.5
yceA	511145.b1055	21.4
nadA	511145.b0750	21.4
yafD	511145.b0209	21.3
holC	511145.b4259	21.1
emrA	511145.b2685	20.8
dicA	511145.b1570	20.8
lptC	511145.b3199	20.8
xdhD	511145.b2881	20.7
pcm	511145.b2743	20.7
cyaA	511145.b3806	20.7
umpG	511145.b2744	20.7
yjtD	511145.b4403	20.6
mmuM	511145.b0261	20.6
nuoN	511145.b2276	20.6
cvrA	511145.b1191	20.5
dsbG	511145.b0604	20.5
idnT	511145.b4265	20.5
tusD	511145.b3345	20.4
yobH	511145.b4536	20.3
syd	511145.b2793	20.3
motB	511145.b1889	20.2
ygdG	511145.b2798	20.2
gudD	511145.b2787	20.2
hsdR	511145.b4350	20.1
yjhC	511145.b4280	20.1
yggT	511145.b2952	20.0
fdnH	511145.b1475	20.0
mpaA	511145.b1326	20.0
plsC	511145.b3018	19.9
yheV	511145.b4551	19.9
ybaL	511145.b0478	19.9
ypeA	511145.b2434	19.8
nudC	511145.b3996	19.7
npr	511145.b3206	19.6
yehS	511145.b2124	19.5
yafC	511145.b0208	19.5
lpxM	511145.b1855	19.5
gcvR	511145.b2479	19.5
clsA	511145.b1249	19.4
ttcA	511145.b1344	19.4
yafV	511145.b0219	19.3
zapE	511145.b3232	19.3
nfi	511145.b3998	19.3
yciM	511145.b1280	19.2
agaV	511145.b3133	19.0
sixA	511145.b2340	19.0
hrpA	511145.b1413	19.0
cysG	511145.b3368	18.9
rspR	511145.b1540	18.7
yjjU	511145.b4377	18.7
relE	511145.b1563	18.6
ygaV	511145.b2667	18.6
ybcW	511145.b0559	18.6
pspC	511145.b1306	18.6
glpX	511145.b3925	18.5
trmH	511145.b3651	18.5
cca	511145.b3056	18.4
lacA	511145.b0342	18.3
nlpI	511145.b3163	18.3
greB	511145.b3406	18.3
pqqL	511145.b1494	18.2
birA	511145.b3973	18.1
hcp	511145.b0873	18.1
nupG	511145.b2964	18.1
cmoB	511145.b1871	17.9
rnt	511145.b1652	17.9
ynfG	511145.b1589	17.9
ptrA	511145.b2821	17.9
yghW	511145.b2998	17.8
yhhM	511145.b3467	17.7
tcdA	511145.b2812	17.7
narY	511145.b1467	17.7
rhlE	511145.b0797	17.5
parE	511145.b3030	17.5
mutS	511145.b2733	17.4
rarA	511145.b0892	17.4
recR	511145.b0472	17.4
flxA	511145.b1566	17.4
rbsA	511145.b3749	17.4
garL	511145.b3126	17.3
mlaE	511145.b3194	17.3
zntR	511145.b3292	17.3
yodC	511145.b1957	17.2
malY	511145.b1622	17.1
lsrK	511145.b1511	17.1
rnhB	511145.b0183	17.0
chbR	511145.b1735	17.0
thiG	511145.b3991	16.9
fadH	511145.b3081	16.9
rssA	511145.b1234	16.8
yhdE	511145.b3248	16.8
yciU	511145.b1248	16.8
phoR	511145.b0400	16.8
eptC	511145.b3955	16.7
mgtA	511145.b4242	16.7
pldB	511145.b3825	16.6
yfhM	511145.b2520	16.6
ldtD	511145.b0925	16.6
hslJ	511145.b1379	16.5
modF	511145.b0760	16.5
ispE	511145.b1208	16.5
marA	511145.b1531	16.4
mhpE	511145.b0352	16.4
mnaT	511145.b1448	16.4
dnaX	511145.b0470	16.3
lolC	511145.b1116	16.3
apaH	511145.b0049	16.2
glgX	511145.b3431	16.2
rcnR	511145.b2105	16.2
yiiQ	511145.b3920	16.2
tusE	511145.b0969	16.0
yjfP	511145.b4190	16.0
yfeY	511145.b2432	15.9
mraY	511145.b0087	15.8
truB	511145.b3166	15.8
asmA	511145.b2064	15.8
mraZ	511145.b0081	15.8
uxaA	511145.b3091	15.7
waaA	511145.b3633	15.7
pqiC	511145.b0952	15.5
yciV	511145.b1266	15.5
eutB	511145.b2441	15.5
nudJ	511145.b1134	15.5
wecC	511145.b3787	15.4
ybjD	511145.b0876	15.4
ydfO	511145.b1549	15.4
quuD	511145.b0551	15.2
gntK	511145.b3437	15.2
nadK	511145.b2615	15.2
napC	511145.b2202	15.2
mscK	511145.b0465	15.1
yqgF	511145.b2949	15.1
lacY	511145.b0343	15.1
ygbI	511145.b2735	15.1
mltA	511145.b2813	15.1
ubiJ	511145.b3834	15.0
ydfA	511145.b1571	14.9
dmsB	511145.b0895	14.8
yebO	511145.b1825	14.7
sseB	511145.b2522	14.7
yeaP	511145.b1794	14.7
trkA	511145.b3290	14.7
cbdA	511145.b0978	14.6
metR	511145.b3828	14.6
opgC	511145.b1047	14.6
yidR	511145.b3689	14.5
ytfE	511145.b4209	14.5
sad	511145.b1525	14.5
uvrC	511145.b1913	14.5
ycjX	511145.b1321	14.3
yigA	511145.b3810	14.3
ugd	511145.b2028	14.3
csdA	511145.b2810	14.2
sgrR	511145.b0069	14.2
murI	511145.b3967	14.2
hda	511145.b2496	14.1
ycbK	511145.b0926	14.1
ttdB	511145.b3062	14.1
tdcD	511145.b3115	14.1
ytfL	511145.b4218	14.0
tamA	511145.b4220	14.0
yciZ	511145.b4596	14.0
dmsD	511145.b1591	13.9
cheR	511145.b1884	13.9
fucR	511145.b2805	13.9
atoA	511145.b2222	13.8
hemF	511145.b2436	13.8
hypB	511145.b2727	13.7
ygcR	511145.b2770	13.7
dnaT	511145.b4362	13.7
ycfL	511145.b1104	13.6
fimC	511145.b4316	13.6
yhjG	511145.b3524	13.6
rluF	511145.b4022	13.4
yegJ	511145.b2071	13.4
nirB	511145.b3365	13.2
rffG	511145.b3788	13.2
yibH	511145.b3597	13.2
nikA	511145.b3476	13.2
dcuB	511145.b4123	13.2
speC	511145.b2965	13.2
pflC	511145.b3952	13.1
yeiE	511145.b2157	13.1
etk	511145.b0981	13.1
sufE	511145.b1679	13.1
mliC	511145.b1639	13.0
ybdG	511145.b0577	13.0
rnlA	511145.b2630	12.9
ydiU	511145.b1706	12.9
epmA	511145.b4155	12.9
rfaH	511145.b3842	12.9
alkB	511145.b2212	12.8
yebK	511145.b1853	12.8
elyC	511145.b0920	12.8
tdcC	511145.b3116	12.8
trmL	511145.b3606	12.8
wbbJ	511145.b2033	12.8
speF	511145.b0693	12.8
kefF	511145.b0046	12.6
ybiU	511145.b0821	12.5
mltB	511145.b2701	12.5
arsC	511145.b3503	12.5
radA	511145.b4389	12.4
hemA	511145.b1210	12.4
flgG	511145.b1078	12.4
mazG	511145.b2781	12.4
ttdA	511145.b3061	12.4
ypjF	511145.b2646	12.3
potG	511145.b0855	12.3
mhpR	511145.b0346	12.3
hemN	511145.b3867	12.3
ygeA	511145.b2840	12.3
thiK	511145.b1106	12.3
cdh	511145.b3918	12.2
waaU	511145.b3623	12.2
mobA	511145.b3857	12.1
rlmA	511145.b1822	12.1
puuR	511145.b1299	12.0
rutR	511145.b1013	12.0
mnmC	511145.b2324	11.9
ygeV	511145.b2869	11.9
ycfJ	511145.b1110	11.9
yqjK	511145.b3100	11.8
yegH	511145.b2063	11.8
clpS	511145.b0881	11.8
miaA	511145.b4171	11.8
yedI	511145.b1958	11.8
xylH	511145.b3568	11.8
intD	511145.b0537	11.7
ychJ	511145.b1233	11.7
degS	511145.b3235	11.6
bisC	511145.b3551	11.5
phnN	511145.b4094	11.5
nlpE	511145.b0192	11.5
tatD	511145.b4483	11.4
truA	511145.b2318	11.4
queA	511145.b0405	11.4
efeB	511145.b1019	11.4
mrr	511145.b4351	11.4
ybaN	511145.b0468	11.3
ydcD	511145.b1457	11.3
dmlA	511145.b1800	11.3
csgG	511145.b1037	11.2
ldcC	511145.b0186	11.2
nrfB	511145.b4071	11.2
phoQ	511145.b1129	11.2
ulaD	511145.b4196	11.2
nhaA	511145.b0019	11.1
ybjG	511145.b0841	11.1
ybbA	511145.b0495	11.1
glcF	511145.b4467	11.1
ubiC	511145.b4039	11.0
menC	511145.b2261	11.0
yraR	511145.b3152	11.0
yibB	511145.b3618	11.0
ykgG	511145.b0308	11.0
dgoR	511145.b4479	11.0
ispD	511145.b2747	11.0
yciA	511145.b1253	11.0
nuoL	511145.b2278	10.9
yneE	511145.b1520	10.9
ygeR	511145.b2865	10.9
ampE	511145.b0111	10.9
tilS	511145.b0188	10.9
sdaB	511145.b2797	10.8
fadJ	511145.b2341	10.8
ybiJ	511145.b0802	10.8
cvpA	511145.b2313	10.8
ybjX	511145.b0877	10.8
rclA	511145.b0304	10.7
sppA	511145.b1766	10.7
menF	511145.b2265	10.7
macA	511145.b0878	10.7
rbbA	511145.b3486	10.6
yggW	511145.b2955	10.6
fliI	511145.b1941	10.5
dam	511145.b3387	10.4
hycI	511145.b2717	10.4
hycF	511145.b2720	10.3
yjiN	511145.b4336	10.3
gcvA	511145.b2808	10.3
yegD	511145.b2069	10.3
patA	511145.b3073	10.2
ulaR	511145.b4191	10.2
yfgO	511145.b2493	10.2
yhjH	511145.b3525	10.2
kdpD	511145.b0695	10.1
yadM	511145.b0138	10.1
ftsI	511145.b0084	10.1
ykgF	511145.b0307	10.1
clsC	511145.b1046	10.1
garK	511145.b3124	10.1
envC	511145.b3613	10.0
ydcP	511145.b1435	10.0
ydeE	511145.b1534	9.97
hiuH	511145.b1970	9.96
eutM	511145.b2457	9.95
fsaB	511145.b3946	9.94
fdnG	511145.b1474	9.94
glrR	511145.b2554	9.94
holD	511145.b4372	9.88
yeiR	511145.b2173	9.87
ecpC	511145.b0291	9.78
bioB	511145.b0775	9.78
yhcO	511145.b3239	9.73
ybfE	511145.b0685	9.72
mntR	511145.b0817	9.67
mreC	511145.b3250	9.66
mutL	511145.b4170	9.66
ccmH	511145.b2194	9.65
flgF	511145.b1077	9.65
mhpF	511145.b0351	9.62
lrhA	511145.b2289	9.58
gltP	511145.b4077	9.57
alsR	511145.b4089	9.53
yiiG	511145.b3896	9.51
gadW	511145.b3515	9.5
dauA	511145.b1206	9.45
yghQ	511145.b2983	9.44
lsrG	511145.b1518	9.43
yhcN	511145.b3238	9.42
ratB	511145.b2618	9.41
ubiH	511145.b2907	9.38
ydhL	511145.b1648	9.37
phnJ	511145.b4098	9.37
yqcC	511145.b2792	9.37
eutC	511145.b2440	9.36
recG	511145.b3652	9.32
adeQ	511145.b3664	9.31
flhA	511145.b1879	9.28
nrfC	511145.b4072	9.28
phoH	511145.b1020	9.27
apaG	511145.b0050	9.26
yrfG	511145.b3399	9.2
ulaC	511145.b4195	9.16
yihN	511145.b3874	9.13
rcsC	511145.b2218	9.11
hipA	511145.b1507	9.07
dnaC	511145.b4361	9.06
appA	511145.b0980	9.06
recJ	511145.b2892	9.05
ftsP	511145.b3017	9.05
mlrA	511145.b2127	9.04
uhpA	511145.b3669	9.03
ybhA	511145.b0766	9.03
ypfN	511145.b4547	9.02
creB	511145.b4398	8.97
yqeF	511145.b2844	8.95
rseP	511145.b0176	8.95
yaeQ	511145.b0190	8.93
ybgL	511145.b0713	8.91
sdiA	511145.b1916	8.87
cedA	511145.b1731	8.87
insK	511145.b3558	8.86
yahJ	511145.b0324	8.85
viaA	511145.b3745	8.84
ybbJ	511145.b0488	8.83
alaE	511145.b2670	8.83
gfcE	511145.b0983	8.81
phoB	511145.b0399	8.8
yedL	511145.b1932	8.75
yfjD	511145.b4461	8.74
astD	511145.b1746	8.72
tauA	511145.b0365	8.71
yecS	511145.b1918	8.7
fixB	511145.b0042	8.7
alsA	511145.b4087	8.7
fetA	511145.b0490	8.62
codB	511145.b0336	8.61
moeB	511145.b0826	8.6
iaaA	511145.b0828	8.6
ampD	511145.b0110	8.58
hemH	511145.b0475	8.56
mutH	511145.b2831	8.56
csrD	511145.b3252	8.54
mltC	511145.b2963	8.53
eutE	511145.b2455	8.52
araB	511145.b0063	8.52
hofN	511145.b3394	8.5
lgt	511145.b2828	8.49
bluR	511145.b1162	8.49
holB	511145.b1099	8.46
yhdN	511145.b3293	8.43
waaH	511145.b3615	8.43
mdtF	511145.b3514	8.42
ydhQ	511145.b1664	8.42
yagF	511145.b0269	8.37
dcuC	511145.b0621	8.37
yobD	511145.b1820	8.32
xseA	511145.b2509	8.32
ynfH	511145.b1590	8.32
yjiK	511145.b4333	8.3
ratA	511145.b2619	8.25
xdhC	511145.b2868	8.2
rluA	511145.b0058	8.2
tusC	511145.b3344	8.18
phnD	511145.b4105	8.15
arnC	511145.b2254	8.14
lnt	511145.b0657	8.11
yeiQ	511145.b2172	8.09
glcE	511145.b4468	8.08
sieB	511145.b1353	8.03
bioF	511145.b0776	7.99
ycjY	511145.b1327	7.96
napA	511145.b2206	7.95
exuT	511145.b3093	7.93
yegR	511145.b2085	7.92
tusB	511145.b3343	7.91
rseA	511145.b2572	7.88
gspH	511145.b3329	7.87
yedW	511145.b1969	7.83
ftsQ	511145.b0093	7.83
waaR	511145.b3626	7.81
hemD	511145.b3804	7.8
csiD	511145.b2659	7.79
rep	511145.b3778	7.76
ydgD	511145.b1598	7.75
nudL	511145.b1813	7.72
frvR	511145.b3897	7.7
menD	511145.b2264	7.7
eptB	511145.b3546	7.69
ygfF	511145.b2902	7.65
bsmA	511145.b4189	7.63
yifK	511145.b3795	7.62
yehT	511145.b2125	7.58
pgpA	511145.b0418	7.56
holE	511145.b1842	7.5
ypdB	511145.b2381	7.49
rtn	511145.b2176	7.48
dinI	511145.b1061	7.41
fucK	511145.b2803	7.4
rhmA	511145.b2245	7.4
frdD	511145.b4151	7.39
flgA	511145.b1072	7.38
tdcA	511145.b3118	7.34
fepE	511145.b0587	7.34
adeP	511145.b3714	7.33
lysP	511145.b2156	7.33
yliE	511145.b0833	7.32
fucI	511145.b2802	7.31
yobA	511145.b1841	7.3
ybdL	511145.b0600	7.3
cytR	511145.b3934	7.29
maa	511145.b0459	7.27
rnd	511145.b1804	7.25
hipB	511145.b1508	7.25
yecR	511145.b1904	7.22
recN	511145.b2616	7.21
ecpD	511145.b0290	7.19
pgpC	511145.b2560	7.18
cpxA	511145.b3911	7.15
yihM	511145.b3873	7.13
mqo	511145.b2210	7.08
dnaE	511145.b0184	7.07
frvA	511145.b3900	7.05
rmuC	511145.b3832	7.03
focB	511145.b2492	7.02
rnhA	511145.b0214	7.01
tus	511145.b1610	7.0
rsxG	511145.b1631	6.99
ubiA	511145.b4040	6.99
yafL	511145.b0227	6.99
panE	511145.b0425	6.98
sapF	511145.b1290	6.97
fxsA	511145.b4140	6.97
hyaA	511145.b0972	6.95
garD	511145.b3128	6.92
nikE	511145.b3480	6.91
cueR	511145.b0487	6.91
lpxH	511145.b0524	6.87
ybjS	511145.b0868	6.87
yjdI	511145.b4126	6.86
yoaE	511145.b1816	6.84
mrdA	511145.b0635	6.82
fimB	511145.b4312	6.82
yhjK	511145.b3529	6.81
yigG	511145.b3818	6.79
gudP	511145.b2789	6.76
nadB	511145.b2574	6.76
yrfF	511145.b3398	6.74
bcsC	511145.b3530	6.73
yidD	511145.b4557	6.71
yedJ	511145.b1962	6.68
cobS	511145.b1992	6.67
mnmH	511145.b0503	6.64
uidR	511145.b1618	6.64
deoR	511145.b0840	6.64
ybiA	511145.b0798	6.63
arnD	511145.b2256	6.63
fixA	511145.b0041	6.62
inaA	511145.b2237	6.61
yfdY	511145.b2377	6.57
ampC	511145.b4150	6.55
yeaH	511145.b1784	6.53
gtrS	511145.b2352	6.52
ybfD	511145.b0706	6.49
sapA	511145.b1294	6.48
dicB	511145.b1575	6.46
hyaC	511145.b0974	6.42
rhmD	511145.b2247	6.41
ypjD	511145.b2611	6.4
rhaB	511145.b3904	6.39
yjgL	511145.b4253	6.38
dgt	511145.b0160	6.38
kdpE	511145.b0694	6.36
cdaR	511145.b0162	6.36
fdhF	511145.b4079	6.33
citB	511145.b0620	6.31
yajI	511145.b0412	6.31
frmB	511145.b0355	6.31
pinR	511145.b1374	6.3
yoaC	511145.b1810	6.3
lsrR	511145.b1512	6.28
fliO	511145.b1947	6.28
yceG	511145.b1097	6.27
dxr	511145.b0173	6.23
ydhV	511145.b1673	6.23
atpI	511145.b3739	6.23
smrA	511145.b1340	6.22
topB	511145.b1763	6.19
cysW	511145.b2423	6.18
uidA	511145.b1617	6.18
prpR	511145.b0330	6.14
hlyE	511145.b1182	6.13
yhjD	511145.b3522	6.11
rbsC	511145.b3750	6.08
yccS	511145.b0960	6.07
tsaA	511145.b0195	6.06
flhD	511145.b1892	6.06
yciW	511145.b1287	6.06
waaF	511145.b3620	6.05
cobT	511145.b1991	6.05
ynfE	511145.b1587	6.05
fdhD	511145.b3895	6.04
pabA	511145.b3360	6.03
hyfG	511145.b2487	6.02
mrcA	511145.b3396	6.01
yffP	511145.b2447	6.0
mcbR	511145.b1450	5.96
torZ	511145.b1872	5.94
uspC	511145.b1895	5.9
nrfD	511145.b4073	5.9
nanK	511145.b3222	5.89
hyi	511145.b0508	5.87
yjfK	511145.b4183	5.87
yfdF	511145.b2345	5.86
caiD	511145.b0036	5.84
mcrC	511145.b4345	5.84
coaE	511145.b0103	5.83
nanM	511145.b4310	5.83
ytfI	511145.b4215	5.83
xerC	511145.b3811	5.82
fetB	511145.b0491	5.78
ydaE	511145.b4526	5.77
bluF	511145.b1163	5.76
yhbU	511145.b3158	5.76
ykgL	511145.b0295	5.75
ykgE	511145.b0306	5.74
higB	511145.b3083	5.74
ykgH	511145.b0310	5.73
hcr	511145.b0872	5.72
yidQ	511145.b3688	5.71
mlc	511145.b1594	5.69
dacB	511145.b3182	5.69
yejM	511145.b2188	5.68
ynjB	511145.b1754	5.66
tadA	511145.b2559	5.66
lolE	511145.b1118	5.65
dnaG	511145.b3066	5.65
ygcE	511145.b2776	5.63
brnQ	511145.b0401	5.63
ybgO	511145.b0716	5.62
mutY	511145.b2961	5.56
uidB	511145.b1616	5.54
ubiB	511145.b3835	5.51
yehK	511145.b4541	5.51
yeiI	511145.b2160	5.51
nrdG	511145.b4237	5.5
waaY	511145.b3625	5.5
tamB	511145.b4221	5.5
yddB	511145.b1495	5.49
dmlR	511145.b1799	5.49
recD	511145.b2819	5.48
guaD	511145.b2883	5.47
asr	511145.b1597	5.46
ydbL	511145.b1383	5.45
yjaH	511145.b4001	5.45
ycjR	511145.b1314	5.44
dinF	511145.b4044	5.43
ttdT	511145.b3063	5.42
murJ	511145.b1069	5.42
waaS	511145.b3629	5.41
hypE	511145.b2730	5.4
paaA	511145.b1388	5.38
amiA	511145.b2435	5.37
ymgE	511145.b1195	5.35
hyuA	511145.b2873	5.35
yqiK	511145.b3051	5.35
mutM	511145.b3635	5.32
paaX	511145.b1399	5.31
ycfQ	511145.b1111	5.29
rutD	511145.b1009	5.28
nth	511145.b1633	5.23
potI	511145.b0857	5.23
bcsG	511145.b3538	5.23
yejF	511145.b2180	5.22
treR	511145.b4241	5.21
basS	511145.b4112	5.21
ybhR	511145.b0792	5.21
frlR	511145.b3375	5.19
yehX	511145.b2129	5.19
yeaJ	511145.b1786	5.18
dcuR	511145.b4124	5.17
glcD	511145.b2979	5.16
yqgC	511145.b2940	5.16
ybgA	511145.b0707	5.15
pspF	511145.b1303	5.15
rayT	511145.b0228	5.15
hypD	511145.b2729	5.14
gspB	511145.b3322	5.13
amiD	511145.b0867	5.13
ampH	511145.b0376	5.12
ytjB	511145.b4387	5.1
scpA	511145.b2917	5.09
yhhY	511145.b3441	5.06
ftsB	511145.b2748	5.06
yoaF	511145.b1793	5.02
araA	511145.b0062	5.01
nfrA	511145.b0568	5.01
yaiW	511145.b0378	5.0
yfjH	511145.b2623	4.98
aes	511145.b0476	4.95
mdlA	511145.b0448	4.95
pabB	511145.b1812	4.94
yibA	511145.b3594	4.94
ybhK	511145.b0780	4.94
insG	511145.b4278	4.93
narU	511145.b1469	4.92
ynjD	511145.b1756	4.91
macB	511145.b0879	4.89
fliS	511145.b1925	4.88
emtA	511145.b1193	4.87
yjjW	511145.b4379	4.86
qseC	511145.b3026	4.85
adiA	511145.b4117	4.83
gltJ	511145.b0654	4.83
yfcP	511145.b2333	4.83
ulaF	511145.b4198	4.81
ssuA	511145.b0936	4.79
citA	511145.b0619	4.79
yggU	511145.b2953	4.74
ygiS	511145.b3020	4.74
agaR	511145.b3131	4.74
potB	511145.b1125	4.72
atoC	511145.b2220	4.71
cpsB	511145.b2049	4.71
hofP	511145.b3392	4.71
cybB	511145.b1418	4.69
eutK	511145.b2438	4.69
dcm	511145.b1961	4.69
elfD	511145.b0939	4.68
yigZ	511145.b3848	4.67
ybaP	511145.b0482	4.67
ecnA	511145.b4410	4.67
ptrB	511145.b1845	4.65
tnaB	511145.b3709	4.65
ydgI	511145.b1605	4.65
hypC	511145.b2728	4.64
yfjW	511145.b2642	4.63
ydiF	511145.b1694	4.62
yhcG	511145.b3220	4.62
hypT	511145.b4327	4.62
yafT	511145.b0217	4.6
hrpB	511145.b0148	4.6
cusA	511145.b0575	4.58
ynfF	511145.b1588	4.56
hofQ	511145.b3391	4.56
yggM	511145.b2956	4.55
aceK	511145.b4016	4.55
chaA	511145.b1216	4.51
yebQ	511145.b1828	4.51
gsiA	511145.b0829	4.51
astA	511145.b1747	4.5
sgcC	511145.b4304	4.5
ydiY	511145.b1722	4.49
recQ	511145.b3822	4.46
ftnB	511145.b1902	4.45
ybjM	511145.b0848	4.44
torC	511145.b0996	4.44
ybhL	511145.b0786	4.44
ybaQ	511145.b0483	4.43
php	511145.b3379	4.43
mutT	511145.b0099	4.42
hcaT	511145.b2536	4.42
yedV	511145.b1968	4.41
narK	511145.b1223	4.37
gspL	511145.b3333	4.37
narX	511145.b1222	4.35
yfaZ	511145.b2250	4.35
insD1-2	511145.b1402	4.34
insD1-3	511145.b1996	4.34
insD1-4	511145.b2860	4.34
insD1-5	511145.b3045	4.34
insD1-6	511145.b4273	4.34
insD1	511145.b0361	4.34
ymgA	511145.b1165	4.34
gltS	511145.b3653	4.33
ghxQ	511145.b4464	4.33
pbpG	511145.b2134	4.33
cpxP	511145.b4484	4.33
hokE	511145.b4415	4.31
gspD	511145.b3325	4.3
yhiN	511145.b3492	4.3
cspF	511145.b1558	4.29
malI	511145.b1620	4.29
fsr	511145.b0479	4.28
ylbF	511145.b0520	4.27
yheT	511145.b3353	4.27
galR	511145.b2837	4.26
yfeC	511145.b2398	4.25
mhpC	511145.b0349	4.24
narZ	511145.b1468	4.23
yiaO	511145.b3579	4.22
tehA	511145.b1429	4.22
astB	511145.b1745	4.21
scpB	511145.b2919	4.2
yhdP	511145.b4472	4.2
chbA	511145.b1736	4.19
xdhB	511145.b2867	4.16
zraS	511145.b4003	4.16
nemR	511145.b1649	4.16
yfaA	511145.b2230	4.16
kefC	511145.b0047	4.15
recE	511145.b1350	4.12
yjhH	511145.b4298	4.09
essD	511145.b0554	4.08
yohK	511145.b2142	4.08
rbn	511145.b2268	4.07
lgoD	511145.b4358	4.07
idnR	511145.b4264	4.06
yjjG	511145.b4374	4.04
ydiL	511145.b1689	4.03
narI	511145.b1227	4.03
galS	511145.b2151	4.03
flgI	511145.b1080	4.02
ydeR	511145.b1503	4.01
yqeH	511145.b2846	3.99
dgcZ	511145.b1535	3.99
dedA	511145.b2317	3.99
yjfJ	511145.b4182	3.99
ybiH	511145.b0796	3.98
folK	511145.b0142	3.98
rluE	511145.b1135	3.97
ruvC	511145.b1863	3.97
pgpB	511145.b1278	3.97
epmB	511145.b4146	3.96
sgbH	511145.b3581	3.96
paaC	511145.b1390	3.95
ybcL	511145.b0545	3.95
yecN	511145.b1869	3.94
yedQ	511145.b1956	3.93
yjcE	511145.b4065	3.93
ycbZ	511145.b0955	3.93
rlmG	511145.b3084	3.91
chaC	511145.b1218	3.91
mdlB	511145.b0449	3.9
yhiJ	511145.b3488	3.89
yeaV	511145.b1801	3.89
rssB	511145.b1235	3.89
yddW	511145.b1491	3.88
paaF	511145.b1393	3.88
lpxL	511145.b1054	3.87
wecF	511145.b4481	3.87
htrE	511145.b0139	3.87
nuoM	511145.b2277	3.87
yagL	511145.b0278	3.86
lhgO	511145.b2660	3.86
araC	511145.b0064	3.86
recC	511145.b2822	3.86
zupT	511145.b3040	3.84
sfsA	511145.b0146	3.83
bcsB	511145.b3532	3.82
yfjY	511145.b2644	3.81
waaQ	511145.b3632	3.8
ychA	511145.b1214	3.79
fecB	511145.b4290	3.77
mrdB	511145.b0634	3.77
amiB	511145.b4169	3.77
barA	511145.b2786	3.75
pnuC	511145.b0751	3.74
recX	511145.b2698	3.73
artQ	511145.b0862	3.73
phnO	511145.b4093	3.73
yehR	511145.b2123	3.73
yfeR	511145.b2409	3.7
yjeJ	511145.b4145	3.69
frwA	511145.b3947	3.69
yfhH	511145.b2561	3.66
yfbV	511145.b2295	3.66
araG	511145.b1900	3.66
ycjW	511145.b1320	3.65
mglC	511145.b2148	3.64
envZ	511145.b3404	3.64
yjjI	511145.b4380	3.63
fieF	511145.b3915	3.63
hsdS	511145.b4348	3.63
bax	511145.b3570	3.62
yhbP	511145.b3154	3.61
gsiC	511145.b0831	3.61
ypdC	511145.b2382	3.61
rsmJ	511145.b3497	3.6
aas	511145.b2836	3.59
gfcD	511145.b0984	3.59
mdtA	511145.b2074	3.58
yddE	511145.b1464	3.58
ybcK	511145.b0544	3.57
znuB	511145.b1859	3.56
rsxB	511145.b1628	3.56
ybcH	511145.b0567	3.54
uhpB	511145.b3668	3.53
glsB	511145.b1524	3.51
ydjY	511145.b1751	3.49
higA	511145.b3082	3.49
ydjL	511145.b1776	3.48
nlpC	511145.b1708	3.47
bdcR	511145.b4251	3.46
paoA	511145.b0286	3.46
cyoE	511145.b0428	3.44
ycaK	511145.b0901	3.43
yjbB	511145.b4020	3.43
aat	511145.b0885	3.42
yhaI	511145.b3104	3.41
hofC	511145.b0106	3.41
srlR	511145.b2707	3.38
ymfE	511145.b1138	3.38
xdhA	511145.b2866	3.38
nfrB	511145.b0569	3.37
rcdA	511145.b0846	3.37
gntT	511145.b3415	3.35
nudI	511145.b2251	3.33
narJ	511145.b1226	3.33
paaE	511145.b1392	3.32
sapD	511145.b1291	3.31
pinQ	511145.b1545	3.31
narV	511145.b1465	3.31
xylA	511145.b3565	3.3
recF	511145.b3700	3.3
iclR	511145.b4018	3.29
citE	511145.b0616	3.29
ybhF	511145.b0794	3.28
flgB	511145.b1073	3.26
stfR	511145.b1372	3.25
phnM	511145.b4095	3.25
thiQ	511145.b0066	3.24
lhr	511145.b1653	3.23
ygcG	511145.b2778	3.23
modB	511145.b0764	3.22
livM	511145.b3456	3.22
